Date,Open,High,Low,Close,Voulume
2018. 10. 2 오후 4:00:00,8024.48,8054.16,7983.99,7999.55,
2018. 10. 3 오후 4:00:00,8034.65,8053.93,8012.03,8025.09,
2018. 10. 4 오후 4:00:00,7993.33,7997.17,7833.16,7879.51,
2018. 10. 5 오후 4:00:00,7874.76,7902.67,7715.97,7788.45,
2018. 10. 8 오후 4:00:00,7747.1,7797.32,7654.84,7735.95,
2018. 10. 9 오후 4:00:00,7728.51,7799.75,7718.95,7738.02,
2018. 10. 10 오후 4:00:00,7694.08,7701.2,7420.56,7422.05,
2018. 10. 11 오후 4:00:00,7388.07,7493.21,7274.04,7329.06,
2018. 10. 12 오후 4:00:00,7507.84,7516.69,7368.33,7496.89,
2018. 10. 15 오후 4:00:00,7473.33,7500.93,7400.07,7430.74,
2018. 10. 16 오후 4:00:00,7501.78,7658.14,7493.44,7645.49,
2018. 10. 17 오후 4:00:00,7669.26,7670.5,7563.09,7642.7,
2018. 10. 18 오후 4:00:00,7616.47,7616.86,7452.46,7485.14,
2018. 10. 19 오후 4:00:00,7530.16,7582.89,7428.3,7449.03,
2018. 10. 22 오후 4:00:00,7486.74,7520.54,7424.74,7468.63,
2018. 10. 23 오후 4:00:00,7328.55,7472.58,7260.13,7437.54,
2018. 10. 24 오후 4:00:00,7423.21,7435.69,7099,7108.4,
2018. 10. 25 오후 4:00:00,7197.49,7364.82,7178.54,7318.34,
2018. 10. 26 오후 4:00:00,7125.18,7283.32,7057,7167.21,
2018. 10. 29 오후 4:00:00,7272.42,7295.62,6922.83,7050.29,
2018. 10. 30 오후 4:00:00,7017.87,7166.84,7001.48,7161.65,
2018. 10. 31 오후 4:00:00,7276.62,7368.49,7270.63,7305.9,
2018. 11. 1 오후 4:00:00,7327.82,7435.88,7286.5,7434.06,
2018. 11. 2 오후 4:00:00,7424.02,7466.53,7298.68,7356.99,
2018. 11. 5 오후 4:00:00,7344.08,7349.23,7255.88,7328.85,
2018. 11. 6 오후 4:00:00,7326.07,7400.64,7320.89,7375.96,
2018. 11. 7 오후 4:00:00,7446.09,7572.93,7435.87,7570.75,
2018. 11. 8 오후 4:00:00,7544.17,7566.93,7499.71,7530.89,
2018. 11. 9 오후 4:00:00,7468.51,7474.34,7349.49,7406.9,
2018. 11. 12 오후 4:00:00,7364.05,7371.09,7193.77,7200.87,
2018. 11. 13 오후 4:00:00,7230.69,7319.12,7182.86,7200.88,
2018. 11. 14 오후 4:00:00,7265.39,7285.57,7101.17,7136.39,
2018. 11. 15 오후 4:00:00,7112.83,7274.26,7072.36,7259.03,
2018. 11. 16 오후 4:00:00,7193.6,7274.86,7171.7,7247.87,
2018. 11. 19 오후 4:00:00,7217.24,7224.12,7011.4,7028.48,
2018. 11. 20 오후 4:00:00,6867.43,6994.75,6830.76,6908.82,
2018. 11. 21 오후 4:00:00,6985.51,7029.93,6951.62,6972.25,
2018. 11. 23 오후 1:00:00,6919.52,6987.89,6919.16,6938.98,
2018. 11. 26 오후 4:00:00,7026.5,7083.93,7003.12,7081.85,
2018. 11. 27 오후 4:00:00,7041.23,7105.14,7014.36,7082.7,
2018. 11. 28 오후 4:00:00,7135.08,7292.71,7090.98,7291.59,
2018. 11. 29 오후 4:00:00,7267.37,7319.96,7217.69,7273.08,
2018. 11. 30 오후 4:00:00,7279.3,7332.79,7255.68,7330.54,
2018. 12. 3 오후 4:00:00,7486.13,7486.51,7392.22,7441.51,
2018. 12. 4 오후 4:00:00,7407.95,7421.11,7150.11,7158.43,
2018. 12. 6 오후 4:00:00,7017.05,7189.52,6984.34,7188.26,
2018. 12. 7 오후 4:00:00,7163.49,7205.37,6945.27,6969.25,
2018. 12. 10 오후 4:00:00,6959.63,7047.62,6878.99,7020.52,
2018. 12. 11 오후 4:00:00,7121.66,7129.83,6983.01,7031.83,
2018. 12. 12 오후 4:00:00,7127,7197.29,7096.56,7098.31,
2018. 12. 13 오후 4:00:00,7135.28,7154.64,7034.82,7070.33,
2018. 12. 14 오후 4:00:00,6986.37,7027.17,6898.99,6910.67,
2018. 12. 17 오후 4:00:00,6886.46,6931.81,6710.01,6753.73,
2018. 12. 18 오후 4:00:00,6809.82,6847.27,6733.71,6783.91,
2018. 12. 19 오후 4:00:00,6777.59,6868.86,6586.5,6636.83,
2018. 12. 20 오후 4:00:00,6607.76,6666.2,6447.91,6528.41,
2018. 12. 21 오후 4:00:00,6573.49,6586.68,6304.63,6332.99,
2018. 12. 24 오후 1:00:00,6278.49,6355.18,6190.17,6192.92,
2018. 12. 26 오후 4:00:00,6257.86,6555.53,6214.34,6554.36,
2018. 12. 27 오후 4:00:00,6457.19,6583.01,6336.97,6579.49,
2018. 12. 28 오후 4:00:00,6616.79,6684.18,6529.22,6584.52,
2018. 12. 31 오후 4:00:00,6649.52,6659.96,6570.06,6635.28,
2019. 1. 2 오후 4:00:00,6506.91,6693.71,6506.88,6665.94,
2019. 1. 3 오후 4:00:00,6584.77,6600.21,6457.13,6463.5,
2019. 1. 4 오후 4:00:00,6567.14,6760.69,6554.24,6738.86,
2019. 1. 7 오후 4:00:00,6757.54,6855.6,6741.4,6823.47,
2019. 1. 8 오후 4:00:00,6893.44,6909.58,6795.86,6897,
2019. 1. 9 오후 4:00:00,6923.06,6985.22,6899.56,6957.08,
2019. 1. 10 오후 4:00:00,6908.65,6991.37,6877.08,6986.07,
2019. 1. 11 오후 4:00:00,6947.46,6975.65,6933.6,6971.48,
2019. 1. 14 오후 4:00:00,6908.03,6936.22,6887.48,6905.92,
2019. 1. 15 오후 4:00:00,6931.39,7025.85,6928.12,7023.83,
2019. 1. 16 오후 4:00:00,7033.75,7079.63,7028.12,7034.69,
2019. 1. 17 오후 4:00:00,7010.13,7113.95,7003.62,7084.46,
2019. 1. 18 오후 4:00:00,7134.1,7185.38,7096.62,7157.23,
2019. 1. 22 오후 4:00:00,7109.57,7110.16,6979.81,7020.36,
2019. 1. 23 오후 4:00:00,7061.65,7084.85,6953.23,7025.77,
2019. 1. 24 오후 4:00:00,7042.25,7078.96,7029.95,7073.46,
2019. 1. 25 오후 4:00:00,7128.19,7174.56,7111.09,7164.86,
2019. 1. 28 오후 4:00:00,7075.01,7086.3,7034.25,7085.69,
2019. 1. 29 오후 4:00:00,7087.49,7092.29,7011.47,7028.29,
2019. 1. 30 오후 4:00:00,7094.79,7201.31,7065.57,7183.08,
2019. 1. 31 오후 4:00:00,7208.17,7303.12,7205.95,7281.74,
2019. 2. 1 오후 4:00:00,7256.37,7299.94,7243.41,7263.87,
2019. 2. 4 오후 4:00:00,7266.28,7348.23,7261.07,7347.54,
2019. 2. 5 오후 4:00:00,7356.34,7408.69,7355.36,7402.08,
2019. 2. 6 오후 4:00:00,7400.44,7410.78,7346.72,7375.28,
2019. 2. 7 오후 4:00:00,7316.5,7336.74,7235.05,7288.35,
2019. 2. 8 오후 4:00:00,7232.3,7299.44,7225.14,7298.2,
2019. 2. 11 오후 4:00:00,7327.37,7343.56,7290.03,7307.91,
2019. 2. 12 오후 4:00:00,7358.85,7419.43,7349.81,7414.62,
2019. 2. 13 오후 4:00:00,7437.46,7461.67,7413.84,7420.38,
2019. 2. 14 오후 4:00:00,7390.25,7454.42,7375.71,7426.96,
2019. 2. 15 오후 4:00:00,7468.57,7477.28,7440.26,7472.41,
2019. 2. 19 오후 4:00:00,7450.75,7507.79,7450.27,7486.77,
2019. 2. 20 오후 4:00:00,7490.31,7513.7,7455.25,7489.07,
2019. 2. 21 오후 4:00:00,7475.41,7485.75,7430.89,7459.71,
2019. 2. 22 오후 4:00:00,7481.63,7527.55,7479.01,7527.55,
2019. 2. 25 오후 4:00:00,7585.3,7602.69,7551.61,7554.46,
2019. 2. 26 오후 4:00:00,7535.29,7573.22,7524.31,7549.3,
2019. 2. 27 오후 4:00:00,7526.42,7562.3,7485.39,7554.51,
2019. 2. 28 오후 4:00:00,7533.31,7561.9,7516.48,7532.53,
2019. 3. 1 오후 4:00:00,7587.45,7603.04,7540.75,7595.35,
2019. 3. 4 오후 4:00:00,7636.62,7643.66,7501.56,7577.57,
2019. 3. 5 오후 4:00:00,7582.29,7598.66,7543.54,7576.36,
2019. 3. 6 오후 4:00:00,7575.38,7579.02,7499.87,7505.92,
2019. 3. 7 오후 4:00:00,7483.79,7489.08,7397.19,7421.46,
2019. 3. 8 오후 4:00:00,7334.24,7411.52,7332.92,7408.14,
2019. 3. 11 오후 4:00:00,7442.56,7558.23,7442.4,7558.06,
2019. 3. 12 오후 4:00:00,7571.85,7611.13,7560.46,7591.03,
2019. 3. 13 오후 4:00:00,7621.38,7677.07,7619.46,7643.41,
2019. 3. 14 오후 4:00:00,7644.79,7653.1,7627.02,7630.91,
2019. 3. 15 오후 4:00:00,7658.41,7714.96,7652.04,7688.53,
2019. 3. 18 오후 4:00:00,7696.38,7737.67,7677.74,7714.48,
2019. 3. 19 오후 4:00:00,7747.4,7767.89,7699.16,7723.95,
2019. 3. 20 오후 4:00:00,7721.95,7779.24,7674.04,7728.97,
2019. 3. 21 오후 4:00:00,7705.43,7850.11,7705.43,7838.96,
2019. 3. 22 오후 4:00:00,7800.25,7817.83,7642.57,7642.67,
2019. 3. 25 오후 4:00:00,7618.98,7662.38,7579.29,7637.54,
2019. 3. 26 오후 4:00:00,7700,7738.17,7649.21,7691.52,
2019. 3. 27 오후 4:00:00,7702.05,7712.84,7582.09,7643.38,
2019. 3. 28 오후 4:00:00,7660.07,7689.16,7619.82,7669.17,
2019. 3. 29 오후 4:00:00,7726.71,7733.63,7688.51,7729.32,
2019. 4. 1 오후 4:00:00,7800.24,7831.45,7777.1,7828.91,
2019. 4. 2 오후 4:00:00,7824.61,7854.92,7811.28,7848.69,
2019. 4. 3 오후 4:00:00,7891.18,7938.26,7870.9,7895.55,
2019. 4. 4 오후 4:00:00,7894.26,7917.65,7844.96,7891.78,
2019. 4. 5 오후 4:00:00,7914.51,7940.45,7909.14,7938.69,
2019. 4. 8 오후 4:00:00,7924.89,7955.9,7891.85,7953.88,
2019. 4. 9 오후 4:00:00,7924.77,7945.55,7897.61,7909.28,
2019. 4. 10 오후 4:00:00,7922.73,7965.33,7916.9,7964.24,
2019. 4. 11 오후 4:00:00,7975.2,7975.2,7933.41,7947.36,
2019. 4. 12 오후 4:00:00,7984.15,7992.09,7952.61,7984.16,
2019. 4. 15 오후 4:00:00,7987.16,7993.33,7933.57,7976.01,
2019. 4. 16 오후 4:00:00,8000.57,8017.56,7978.81,8000.23,
2019. 4. 17 오후 4:00:00,8044.97,8052.4,7973.38,7996.08,
2019. 4. 18 오후 4:00:00,7998.45,8002.31,7950.97,7998.06,
2019. 4. 22 오후 4:00:00,7965.98,8017.15,7965.9,8015.27,
2019. 4. 23 오후 4:00:00,8026.75,8128.88,8023.81,8120.82,
2019. 4. 24 오후 4:00:00,8122.88,8139.55,8101.7,8102.02,
2019. 4. 25 오후 4:00:00,8150.85,8151.85,8075.41,8118.68,
2019. 4. 26 오후 4:00:00,8100.28,8146.42,8060.89,8146.4,
2019. 4. 29 오후 4:00:00,8147.65,8176.08,8136.41,8161.85,
2019. 4. 30 오후 4:00:00,8104.91,8124.61,8050.55,8095.39,
2019. 5. 1 오후 4:00:00,8132.93,8146,8048.23,8049.64,
2019. 5. 2 오후 4:00:00,8046.48,8094.06,7976.77,8036.77,
2019. 5. 3 오후 4:00:00,8092.88,8164.71,8084.8,8164,
2019. 5. 6 오후 4:00:00,7981.85,8135.54,7981.85,8123.29,
2019. 5. 7 오후 4:00:00,8043.52,8070.97,7899.02,7963.76,
2019. 5. 8 오후 4:00:00,7946.24,8004.49,7923.35,7943.32,
2019. 5. 9 오후 4:00:00,7853.21,7929.78,7796.16,7910.59,
2019. 5. 10 오후 4:00:00,7881.31,7949.34,7759.34,7916.94,
2019. 5. 13 오후 4:00:00,7724.17,7760.83,7627.23,7647.02,
2019. 5. 14 오후 4:00:00,7689.66,7776.2,7665.3,7734.49,
2019. 5. 15 오후 4:00:00,7682.8,7838.72,7682.24,7822.15,
2019. 5. 16 오후 4:00:00,7832.58,7946.23,7826.67,7898.05,
2019. 5. 17 오후 4:00:00,7829.03,7918.71,7810.35,7816.29,
2019. 5. 20 오후 4:00:00,7714.06,7747.27,7678.35,7702.38,
2019. 5. 21 오후 4:00:00,7765.57,7804.44,7752.92,7785.72,
2019. 5. 22 오후 4:00:00,7749.81,7786.33,7738.35,7750.84,
2019. 5. 23 오후 4:00:00,7660.18,7665.15,7585.32,7628.28,
2019. 5. 24 오후 4:00:00,7675.62,7694.15,7631.25,7637.01,
2019. 5. 28 오후 4:00:00,7655.66,7693.74,7603.76,7607.35,
2019. 5. 29 오후 4:00:00,7553.02,7581.11,7503.94,7547.31,
2019. 5. 30 오후 4:00:00,7565.46,7595.9,7527.66,7567.72,
2019. 5. 31 오후 4:00:00,7470.95,7506.86,7448.23,7453.15,
2019. 6. 3 오후 4:00:00,7441.22,7457.66,7292.22,7333.02,
2019. 6. 4 오후 4:00:00,7413.94,7529.5,7385.02,7527.12,
2019. 6. 5 오후 4:00:00,7585.68,7589.47,7498.17,7575.48,
2019. 6. 6 오후 4:00:00,7582.24,7634.12,7546.22,7615.55,
2019. 6. 7 오후 4:00:00,7652.97,7767.02,7647.91,7742.1,
2019. 6. 10 오후 4:00:00,7798.87,7895.44,7795.76,7823.17,
2019. 6. 11 오후 4:00:00,7901.04,7909.99,7798.63,7822.57,
2019. 6. 12 오후 4:00:00,7803.13,7819.16,7773.97,7792.72,
2019. 6. 13 오후 4:00:00,7822.56,7848.36,7813.6,7837.13,
2019. 6. 14 오후 4:00:00,7807.19,7819.21,7778.13,7796.66,
2019. 6. 17 오후 4:00:00,7819.43,7865.98,7812.61,7845.02,
2019. 6. 18 오후 4:00:00,7920.98,8005.21,7911.67,7953.88,
2019. 6. 19 오후 4:00:00,7970.26,7998.59,7930.38,7987.32,
2019. 6. 20 오후 4:00:00,8087.45,8088.88,7996.87,8051.34,
2019. 6. 21 오후 4:00:00,8028.69,8073.02,8011.2,8031.71,
2019. 6. 24 오후 4:00:00,8040.58,8047.56,8004.63,8005.7,
2019. 6. 25 오후 4:00:00,8005.27,8007.31,7879.16,7884.72,
2019. 6. 26 오후 4:00:00,7933.93,7974.28,7903.07,7909.97,
2019. 6. 27 오후 4:00:00,7939.36,7976.58,7935.47,7967.76,
2019. 6. 28 오후 4:00:00,7988.76,8010.15,7961.46,8006.24,
2019. 7. 1 오후 4:00:00,8145.85,8150.45,8059.29,8091.16,
2019. 7. 2 오후 4:00:00,8086.65,8109.37,8063.11,8109.09,
2019. 7. 3 오후 1:00:00,8129.57,8170.23,8122.34,8170.23,
2019. 7. 5 오후 4:00:00,8123.28,8171.97,8093.66,8161.79,
2019. 7. 8 오후 4:00:00,8112.91,8112.91,8078.39,8098.38,
2019. 7. 9 오후 4:00:00,8061.41,8146.98,8061.32,8141.73,
2019. 7. 10 오후 4:00:00,8183.2,8228.6,8160.56,8202.53,
2019. 7. 11 오후 4:00:00,8219.28,8226.19,8171.63,8196.04,
2019. 7. 12 오후 4:00:00,8209.2,8245.66,8201.52,8244.14,
2019. 7. 15 오후 4:00:00,8263.18,8264.78,8236.27,8258.19,
2019. 7. 16 오후 4:00:00,8251.66,8259.75,8204.23,8222.8,
2019. 7. 17 오후 4:00:00,8224,8230.67,8184.66,8185.21,
2019. 7. 18 오후 4:00:00,8151.76,8215.58,8135.12,8207.24,
2019. 7. 19 오후 4:00:00,8241.34,8245.78,8144.63,8146.49,
2019. 7. 22 오후 4:00:00,8171.99,8218.42,8171.54,8204.14,
2019. 7. 23 오후 4:00:00,8242.5,8251.83,8193.89,8251.4,
2019. 7. 24 오후 4:00:00,8227.36,8321.81,8226.5,8321.5,
2019. 7. 25 오후 4:00:00,8294.68,8295.95,8233.4,8238.54,
2019. 7. 26 오후 4:00:00,8294.3,8339.64,8291.12,8330.21,
2019. 7. 29 오후 4:00:00,8325.1,8325.28,8247.37,8293.33,
2019. 7. 30 오후 4:00:00,8231.77,8295.46,8228.02,8273.61,
2019. 7. 31 오후 4:00:00,8290.8,8299.83,8110.02,8175.42,
2019. 8. 1 오후 4:00:00,8190.56,8311.04,8080.52,8111.12,
2019. 8. 2 오후 4:00:00,8056.42,8068.8,7953.67,8004.07,
2019. 8. 5 오후 4:00:00,7823.33,7836.45,7662.9,7726.04,
2019. 8. 6 오후 4:00:00,7804.51,7845.01,7739.58,7833.27,
2019. 8. 7 오후 4:00:00,7747.27,7881.38,7702.42,7862.83,
2019. 8. 8 오후 4:00:00,7921.59,8041.12,7896.15,8039.16,
2019. 8. 9 오후 4:00:00,7997.19,8020.56,7910.35,7959.14,
2019. 8. 12 오후 4:00:00,7907.49,7924.99,7833.79,7863.41,
2019. 8. 13 오후 4:00:00,7852.37,8065.24,7851.58,8016.36,
2019. 8. 14 오후 4:00:00,7877.33,7900.28,7762.87,7773.94,
2019. 8. 15 오후 4:00:00,7790.2,7805.93,7716.55,7766.62,
2019. 8. 16 오후 4:00:00,7828.35,7907.52,7828.35,7895.99,
2019. 8. 19 오후 4:00:00,8006.18,8026.75,7974.36,8002.81,
2019. 8. 20 오후 4:00:00,7989.36,8010.58,7948.09,7948.56,
2019. 8. 21 오후 4:00:00,8017.07,8036.94,7998.5,8020.21,
2019. 8. 22 오후 4:00:00,8038.79,8048.58,7937.13,7991.39,
2019. 8. 23 오후 4:00:00,7943.65,8005.34,7730.77,7751.77,
2019. 8. 26 오후 4:00:00,7829.58,7856.04,7789.05,7853.74,
2019. 8. 27 오후 4:00:00,7908.78,7916.83,7795.18,7826.95,
2019. 8. 28 오후 4:00:00,7798.35,7866.87,7766.67,7856.88,
2019. 8. 29 오후 4:00:00,7945.78,7992.29,7925.83,7973.39,
2019. 8. 30 오후 4:00:00,8015.35,8017.91,7914.74,7962.88,
2019. 9. 3 오후 4:00:00,7906.44,7940.37,7847.32,7874.16,
2019. 9. 4 오후 4:00:00,7949.81,7981.41,7928.94,7976.88,
2019. 9. 5 오후 4:00:00,8061.29,8134.42,8061.29,8116.83,
2019. 9. 6 오후 4:00:00,8125.58,8134.39,8098.52,8103.07,
2019. 9. 9 오후 4:00:00,8130.91,8131.66,8052.35,8087.44,
2019. 9. 10 오후 4:00:00,8049.98,8086.53,8001.69,8084.16,
2019. 9. 11 오후 4:00:00,8091.68,8169.68,8081.56,8169.68,
2019. 9. 12 오후 4:00:00,8206.58,8243.8,8176.73,8194.47,
2019. 9. 13 오후 4:00:00,8190.57,8210.2,8165.47,8176.71,
2019. 9. 16 오후 4:00:00,8121.64,8165.33,8121.25,8153.54,
2019. 9. 17 오후 4:00:00,8148.65,8188.23,8139.82,8186.02,
2019. 9. 18 오후 4:00:00,8174.62,8179.87,8086.22,8177.39,
2019. 9. 19 오후 4:00:00,8193.59,8237.43,8174.32,8182.88,
2019. 9. 20 오후 4:00:00,8184.88,8202.82,8086.16,8117.67,
2019. 9. 23 오후 4:00:00,8106.49,8135.81,8085.34,8112.46,
2019. 9. 24 오후 4:00:00,8147.24,8158.84,7969.66,7993.63,
2019. 9. 25 오후 4:00:00,7990.66,8095,7935.57,8077.38,
2019. 9. 26 오후 4:00:00,8070.12,8072.11,7991.02,8030.66,
2019. 9. 27 오후 4:00:00,8047.11,8051.83,7890.28,7939.63,
2019. 9. 30 오후 4:00:00,7964.09,8012.17,7949.63,7999.33,
2019. 10. 1 오후 4:00:00,8026.83,8062.5,7906.29,7908.67,
2019. 10. 2 오후 4:00:00,7851.13,7852.7,7744.96,7785.23,
2019. 10. 3 오후 4:00:00,7787.02,7872.25,7700,7872.25,
2019. 10. 4 오후 4:00:00,7908.44,7986.62,7899.39,7982.46,
2019. 10. 7 오후 4:00:00,7956.41,8013.32,7942.08,7956.28,
2019. 10. 8 오후 4:00:00,7898.27,7921.88,7823.73,7823.76,
2019. 10. 9 오후 4:00:00,7895.96,7930.92,7873.52,7903.73,
2019. 10. 10 오후 4:00:00,7904.56,7982.85,7899.81,7950.77,
2019. 10. 11 오후 4:00:00,8047.34,8115.8,8046.8,8057.04,
2019. 10. 14 오후 4:00:00,8044.35,8069.85,8036.41,8048.65,
2019. 10. 15 오후 4:00:00,8074.85,8166.18,8071.81,8148.71,
2019. 10. 16 오후 4:00:00,8119.81,8146.15,8103.38,8124.18,
2019. 10. 17 오후 4:00:00,8176.91,8183.64,8131.25,8156.85,
2019. 10. 18 오후 4:00:00,8149.85,8157.36,8045.38,8089.54,
2019. 10. 21 오후 4:00:00,8137.42,8164.14,8117.26,8162.99,
2019. 10. 22 오후 4:00:00,8188.12,8194.62,8101.98,8104.3,
2019. 10. 23 오후 4:00:00,8090.24,8122.89,8078.35,8119.79,
2019. 10. 24 오후 4:00:00,8180.04,8187.84,8137.66,8185.8,
2019. 10. 25 오후 4:00:00,8150.59,8249.97,8150.59,8243.12,
2019. 10. 28 오후 4:00:00,8285.77,8335.56,8285.27,8325.99,
2019. 10. 29 오후 4:00:00,8313.35,8319.29,8275.14,8276.85,
2019. 10. 30 오후 4:00:00,8284.28,8315.5,8241.7,8303.98,
2019. 10. 31 오후 4:00:00,8314.38,8321.8,8248.81,8292.36,
2019. 11. 1 오후 4:00:00,8335.05,8386.75,8326.56,8386.4,
2019. 11. 4 오후 4:00:00,8445.5,8451.37,8421.3,8433.2,
2019. 11. 5 오후 4:00:00,8446.62,8457.39,8421.05,8434.68,
2019. 11. 6 오후 4:00:00,8426.57,8426.57,8379.33,8410.63,
2019. 11. 7 오후 4:00:00,8455.11,8483.16,8415.87,8434.52,
2019. 11. 8 오후 4:00:00,8422.67,8475.57,8405.89,8475.31,
2019. 11. 11 오후 4:00:00,8431.26,8467.29,8425.49,8464.28,
2019. 11. 12 오후 4:00:00,8471.07,8514.84,8462.99,8486.09,
2019. 11. 13 오후 4:00:00,8455.02,8496.9,8451.34,8482.1,
2019. 11. 14 오후 4:00:00,8461.06,8485.36,8441.58,8479.02,
2019. 11. 15 오후 4:00:00,8524.48,8540.83,8506.8,8540.83,
2019. 11. 18 오후 4:00:00,8529.16,8559.78,8503.62,8549.94,
2019. 11. 19 오후 4:00:00,8578.02,8589.76,8536.73,8570.66,
2019. 11. 20 오후 4:00:00,8543.57,8578.27,8468.63,8526.73,
2019. 11. 21 오후 4:00:00,8527.87,8530.73,8487.29,8506.21,
2019. 11. 22 오후 4:00:00,8530.54,8535.46,8477.49,8519.89,
2019. 11. 25 오후 4:00:00,8559.65,8633.15,8559.65,8632.49,
2019. 11. 26 오후 4:00:00,8635.4,8659.73,8625.62,8647.93,
2019. 11. 27 오후 4:00:00,8669.59,8705.91,8662.58,8705.17,
2019. 11. 29 오후 1:00:00,8682.01,8697.33,8664.04,8665.47,
2019. 12. 2 오후 4:00:00,8672.84,8672.84,8540.16,8567.99,
2019. 12. 3 오후 4:00:00,8461.29,8523.98,8435.4,8520.64,
2019. 12. 4 오후 4:00:00,8557.45,8584.88,8552.38,8566.67,
2019. 12. 5 오후 4:00:00,8587.93,8588.89,8541.92,8570.7,
2019. 12. 6 오후 4:00:00,8634.25,8665.44,8630.58,8656.53,
2019. 12. 9 오후 4:00:00,8650.86,8678.85,8619.77,8621.83,
2019. 12. 10 오후 4:00:00,8623.56,8650.76,8600.82,8616.18,
2019. 12. 11 오후 4:00:00,8631.12,8658.48,8622.36,8654.05,
2019. 12. 12 오후 4:00:00,8645.36,8745.82,8633.6,8717.32,
2019. 12. 13 오후 4:00:00,8713.91,8768.87,8697.58,8734.88,
2019. 12. 16 오후 4:00:00,8791.31,8833.45,8789.77,8814.23,
2019. 12. 17 오후 4:00:00,8829.47,8831.99,8804.6,8823.36,
2019. 12. 18 오후 4:00:00,8834.65,8848.76,8820.42,8827.74,
2019. 12. 19 오후 4:00:00,8838.97,8888.13,8838.97,8887.22,
2019. 12. 20 오후 4:00:00,8911.84,8931.91,8901.87,8924.96,
2019. 12. 23 오후 4:00:00,8950.2,8956.64,8934.55,8945.65,
2019. 12. 24 오후 1:00:00,8955.01,8957.12,8934.36,8952.88,
2019. 12. 26 오후 4:00:00,8970.21,9022.46,8968.46,9022.39,
2019. 12. 27 오후 4:00:00,9049.47,9052,8987.32,9006.62,
2019. 12. 30 오후 4:00:00,9004.45,9006.36,8909.19,8945.99,
2019. 12. 31 오후 4:00:00,8918.74,8975.36,8912.77,8972.6,
2020. 1. 2 오후 4:00:00,9039.46,9093.43,9010.89,9092.19,
2020. 1. 3 오후 4:00:00,8976.43,9065.76,8976.43,9020.77,
2020. 1. 6 오후 4:00:00,8943.5,9072.41,8943.5,9071.47,
2020. 1. 7 오후 4:00:00,9076.65,9091.93,9042.55,9068.58,
2020. 1. 8 오후 4:00:00,9068.03,9168.89,9059.38,9129.24,
2020. 1. 9 오후 4:00:00,9202.27,9215.95,9158.5,9203.43,
2020. 1. 10 오후 4:00:00,9232.95,9235.2,9164.66,9178.86,
2020. 1. 13 오후 4:00:00,9213.72,9274.49,9193.06,9273.93,
2020. 1. 14 오후 4:00:00,9270.61,9298.33,9226.49,9251.33,
2020. 1. 15 오후 4:00:00,9253.76,9298.82,9231.14,9258.7,
2020. 1. 16 오후 4:00:00,9313.45,9357.92,9301.32,9357.13,
2020. 1. 17 오후 4:00:00,9392.37,9393.48,9346.81,9388.94,
2020. 1. 21 오후 4:00:00,9361.07,9397.58,9350.2,9370.81,
2020. 1. 22 오후 4:00:00,9413.61,9439.29,9375.13,9383.77,
2020. 1. 23 오후 4:00:00,9377.72,9409.2,9334.13,9402.48,
2020. 1. 24 오후 4:00:00,9446.21,9451.43,9273.23,9314.91,
2020. 1. 27 오후 4:00:00,9092.46,9185.45,9088.04,9139.31,
2020. 1. 28 오후 4:00:00,9201.82,9288.87,9182.33,9269.68,
2020. 1. 29 오후 4:00:00,9318.26,9329.12,9249.04,9275.16,
2020. 1. 30 오후 4:00:00,9211.15,9303,9185.18,9298.93,
2020. 1. 31 오후 4:00:00,9324.33,9324.8,9123.22,9150.94,
2020. 2. 3 오후 4:00:00,9190.72,9299.85,9188.55,9273.4,
2020. 2. 4 오후 4:00:00,9398.39,9485.38,9374.05,9467.97,
2020. 2. 5 오후 4:00:00,9574.1,9574.94,9454.93,9508.68,
2020. 2. 6 오후 4:00:00,9540.98,9575.66,9505.68,9572.15,
2020. 2. 7 오후 4:00:00,9526.64,9570.09,9496.53,9520.51,
2020. 2. 10 오후 4:00:00,9493.63,9628.66,9493.63,9628.39,
2020. 2. 11 오후 4:00:00,9680.89,9714.74,9617.21,9638.94,
2020. 2. 12 오후 4:00:00,9688.6,9728.77,9666.69,9725.96,
2020. 2. 13 오후 4:00:00,9657.04,9748.32,9650.02,9711.97,
2020. 2. 14 오후 4:00:00,9728.9,9746.36,9693.05,9731.18,
2020. 2. 18 오후 4:00:00,9679.04,9747.68,9675.8,9732.74,
2020. 2. 19 오후 4:00:00,9782.81,9838.37,9777.1,9817.18,
2020. 2. 20 오후 4:00:00,9799.2,9820.86,9636.94,9750.97,
2020. 2. 21 오후 4:00:00,9708.01,9715.95,9542.33,9576.59,
2020. 2. 24 오후 4:00:00,9188.44,9322.88,9166.01,9221.28,
2020. 2. 25 오후 4:00:00,9301.2,9315.26,8940.49,8965.61,
2020. 2. 26 오후 4:00:00,9011.55,9148.32,8927.8,8980.78,
2020. 2. 27 오후 4:00:00,8744.03,8904.11,8562.05,8566.48,
2020. 2. 28 오후 4:00:00,8272.51,8591.82,8264.16,8567.37,
2020. 3. 2 오후 4:00:00,8667.14,8952.81,8543.35,8952.17,
2020. 3. 3 오후 4:00:00,8965.1,9070.32,8602.89,8684.09,
2020. 3. 4 오후 4:00:00,8834.78,9019.96,8757.66,9018.09,
2020. 3. 5 오후 4:00:00,8790.09,8921.08,8677.39,8738.59,
2020. 3. 6 오후 4:00:00,8469.02,8612.36,8375.13,8575.62,
