Date,Open,High,Low,Close,Voulume
2017. 5. 1 오후 4:00:00,6067.56,6100.73,6061.35,6091.6,
2017. 5. 2 오후 4:00:00,6102.51,6102.72,6081.56,6095.37,
2017. 5. 3 오후 4:00:00,6075.04,6076.96,6053.28,6072.55,
2017. 5. 4 오후 4:00:00,6075.06,6080.82,6054.33,6075.34,
2017. 5. 5 오후 4:00:00,6091.69,6100.76,6067.16,6100.76,
2017. 5. 8 오후 4:00:00,6100.66,6106.12,6083.06,6102.66,
2017. 5. 9 오후 4:00:00,6111.82,6133,6107.59,6120.59,
2017. 5. 10 오후 4:00:00,6121.64,6131.64,6103.87,6129.14,
2017. 5. 11 오후 4:00:00,6110.05,6120.2,6075.68,6115.96,
2017. 5. 12 오후 4:00:00,6119.27,6122.84,6105.42,6121.23,
2017. 5. 15 오후 4:00:00,6128.11,6153.04,6124.79,6149.67,
2017. 5. 16 오후 4:00:00,6160.52,6170.16,6139.1,6169.87,
2017. 5. 17 오후 4:00:00,6108.62,6122.87,6009.48,6011.24,
2017. 5. 18 오후 4:00:00,5998.46,6073.45,5996.81,6055.13,
2017. 5. 19 오후 4:00:00,6070.23,6106.55,6070.23,6083.7,
2017. 5. 22 오후 4:00:00,6098.25,6135.92,6097.24,6133.62,
2017. 5. 23 오후 4:00:00,6149.55,6150.91,6121.79,6138.71,
2017. 5. 24 오후 4:00:00,6154.18,6166.09,6139.33,6163.02,
2017. 5. 25 오후 4:00:00,6183.02,6217.34,6174.52,6205.26,
2017. 5. 26 오후 4:00:00,6207.04,6211.52,6196.66,6210.19,
2017. 5. 30 오후 4:00:00,6204.18,6217.13,6200.41,6203.19,
2017. 5. 31 오후 4:00:00,6221.63,6221.99,6164.07,6198.52,
2017. 6. 1 오후 4:00:00,6215.91,6247.07,6200.45,6246.83,
2017. 6. 2 오후 4:00:00,6261.59,6308.76,6253.77,6305.8,
2017. 6. 5 오후 4:00:00,6305.47,6310.62,6292.14,6295.68,
2017. 6. 6 오후 4:00:00,6281.88,6304.21,6269.86,6275.06,
2017. 6. 7 오후 4:00:00,6290.44,6302.78,6267.18,6297.38,
2017. 6. 8 오후 4:00:00,6311.73,6324.06,6282.93,6321.76,
2017. 6. 9 오후 4:00:00,6330.25,6341.7,6137.68,6207.92,
2017. 6. 12 오후 4:00:00,6153.56,6183.81,6110.67,6175.46,
2017. 6. 13 오후 4:00:00,6206.12,6226.41,6180.04,6220.37,
2017. 6. 14 오후 4:00:00,6237.46,6237.53,6153.55,6194.89,
2017. 6. 15 오후 4:00:00,6127.05,6170.15,6107.85,6165.5,
2017. 6. 16 오후 4:00:00,6154.28,6161.56,6125.5,6151.76,
2017. 6. 19 오후 4:00:00,6196.85,6243.31,6194,6239.01,
2017. 6. 20 오후 4:00:00,6229.62,6234.01,6186.94,6188.03,
2017. 6. 21 오후 4:00:00,6202.75,6236.66,6200.86,6233.95,
2017. 6. 22 오후 4:00:00,6239.15,6257.68,6221.96,6236.69,
2017. 6. 23 오후 4:00:00,6234.35,6269.37,6218.78,6265.25,
2017. 6. 26 오후 4:00:00,6292.73,6303.45,6233.43,6247.15,
2017. 6. 27 오후 4:00:00,6227.9,6234.32,6146.62,6146.62,
2017. 6. 28 오후 4:00:00,6173.1,6238.29,6144.8,6234.41,
2017. 6. 29 오후 4:00:00,6215.49,6216.6,6087.81,6144.35,
2017. 6. 30 오후 4:00:00,6166.84,6170.63,6129.04,6140.42,
2017. 7. 3 오후 4:00:00,6173.29,6177.36,6106.12,6110.06,
2017. 7. 5 오후 4:00:00,6122.06,6163.62,6100.42,6150.86,
2017. 7. 6 오후 4:00:00,6109.6,6127.98,6081.96,6089.46,
2017. 7. 7 오후 4:00:00,6111.21,6164.94,6111.21,6153.08,
2017. 7. 10 오후 4:00:00,6156.03,6191.27,6141.83,6176.39,
2017. 7. 11 오후 4:00:00,6171.25,6200.58,6149.87,6193.3,
2017. 7. 12 오후 4:00:00,6238.9,6265.64,6236.82,6261.17,
2017. 7. 13 오후 4:00:00,6269.1,6281.45,6251.26,6274.44,
2017. 7. 14 오후 4:00:00,6289.08,6321.76,6278.7,6312.47,
2017. 7. 17 오후 4:00:00,6320.35,6330.97,6307.34,6314.43,
2017. 7. 18 오후 4:00:00,6304.82,6344.55,6291.07,6344.31,
2017. 7. 19 오후 4:00:00,6363.24,6387.73,6362.19,6385.04,
2017. 7. 20 오후 4:00:00,6396.46,6398.26,6365.68,6390,
2017. 7. 21 오후 4:00:00,6383.05,6388.78,6365.12,6387.75,
2017. 7. 24 오후 4:00:00,6387.82,6417.7,6380.61,6410.81,
2017. 7. 25 오후 4:00:00,6407.46,6425.45,6396.87,6412.17,
2017. 7. 26 오후 4:00:00,6425.93,6432.38,6416.3,6422.75,
2017. 7. 27 오후 4:00:00,6459.76,6460.84,6318.62,6382.19,
2017. 7. 28 오후 4:00:00,6350.27,6379.7,6337.22,6374.68,
2017. 7. 31 오후 4:00:00,6394.69,6396.59,6338.79,6348.12,
2017. 8. 1 오후 4:00:00,6372.16,6375.75,6345.75,6362.94,
2017. 8. 2 오후 4:00:00,6393.1,6394.21,6313.43,6362.65,
2017. 8. 3 오후 4:00:00,6366.24,6368.53,6331.14,6340.34,
2017. 8. 4 오후 4:00:00,6350.79,6361.49,6329.73,6351.56,
2017. 8. 7 오후 4:00:00,6361.06,6386.03,6356.23,6383.77,
2017. 8. 8 오후 4:00:00,6373.33,6423.35,6355.88,6370.46,
2017. 8. 9 오후 4:00:00,6322.92,6355.04,6309.44,6352.33,
2017. 8. 10 오후 4:00:00,6312.65,6318.28,6214.41,6216.87,
2017. 8. 11 오후 4:00:00,6222.18,6266.89,6216.19,6256.56,
2017. 8. 14 오후 4:00:00,6306.11,6346.83,6305.55,6340.23,
2017. 8. 15 오후 4:00:00,6350.51,6350.74,6324.75,6333.01,
2017. 8. 16 오후 4:00:00,6348.11,6374.56,6330.27,6345.11,
2017. 8. 17 오후 4:00:00,6322.72,6334.23,6221.91,6221.91,
2017. 8. 18 오후 4:00:00,6222.46,6254.22,6193.38,6216.53,
2017. 8. 21 오후 4:00:00,6216.32,6226.93,6177.19,6213.13,
2017. 8. 22 오후 4:00:00,6241.21,6302.84,6241.21,6297.48,
2017. 8. 23 오후 4:00:00,6263.47,6291.3,6263.29,6278.41,
2017. 8. 24 오후 4:00:00,6294.82,6302.85,6244.57,6271.33,
2017. 8. 25 오후 4:00:00,6293.81,6308.72,6257.1,6265.64,
2017. 8. 28 오후 4:00:00,6286.01,6292.26,6267.85,6283.02,
2017. 8. 29 오후 4:00:00,6228.9,6311.26,6228.73,6301.89,
2017. 8. 30 오후 4:00:00,6308.68,6374.47,6303.57,6368.31,
2017. 8. 31 오후 4:00:00,6385.8,6435.27,6383.58,6428.66,
2017. 9. 1 오후 4:00:00,6442.17,6449.65,6417.87,6435.33,
2017. 9. 5 오후 4:00:00,6414.82,6426.51,6334.59,6375.57,
2017. 9. 6 오후 4:00:00,6394.35,6407.4,6356.2,6393.31,
2017. 9. 7 오후 4:00:00,6402.94,6413.07,6379.81,6397.87,
2017. 9. 8 오후 4:00:00,6389.65,6391.41,6354.96,6360.19,
2017. 9. 11 오후 4:00:00,6411.18,6439.11,6410.71,6432.26,
2017. 9. 12 오후 4:00:00,6448.81,6455.02,6429.54,6454.28,
2017. 9. 13 오후 4:00:00,6440.72,6460.42,6433.2,6460.19,
2017. 9. 14 오후 4:00:00,6439.46,6455.32,6424.04,6429.08,
2017. 9. 15 오후 4:00:00,6426.16,6464.27,6419.65,6448.47,
2017. 9. 18 오후 4:00:00,6460.1,6477.77,6438.41,6454.64,
2017. 9. 19 오후 4:00:00,6465.57,6467.79,6446.75,6461.32,
2017. 9. 20 오후 4:00:00,6459.74,6466.05,6414.23,6456.04,
2017. 9. 21 오후 4:00:00,6448.57,6448.57,6405.3,6422.69,
2017. 9. 22 오후 4:00:00,6401.44,6429.54,6400.81,6426.92,
2017. 9. 25 오후 4:00:00,6403.11,6408.05,6343.96,6370.59,
2017. 9. 26 오후 4:00:00,6391.85,6405,6364.57,6380.16,
2017. 9. 27 오후 4:00:00,6414.37,6472.65,6405.36,6453.26,
2017. 9. 28 오후 4:00:00,6437.96,6456.23,6427.66,6453.45,
2017. 9. 29 오후 4:00:00,6461.28,6497.98,6454.86,6495.96,
2017. 10. 2 오후 4:00:00,6506.08,6527.22,6484.14,6516.72,
2017. 10. 3 오후 4:00:00,6523.74,6532.18,6509.71,6531.71,
2017. 10. 4 오후 4:00:00,6521.96,6546.46,6513.12,6534.63,
2017. 10. 5 오후 4:00:00,6552.87,6587.21,6547.65,6585.36,
2017. 10. 6 오후 4:00:00,6566.95,6590.18,6566.84,6590.18,
2017. 10. 9 오후 4:00:00,6597.37,6599.34,6572.44,6579.73,
2017. 10. 10 오후 4:00:00,6602.49,6608.3,6561.78,6587.25,
2017. 10. 11 오후 4:00:00,6586.73,6604.21,6577.99,6603.55,
2017. 10. 12 오후 4:00:00,6594.76,6613.5,6586.32,6591.51,
2017. 10. 13 오후 4:00:00,6613.21,6616.58,6602.2,6605.8,
2017. 10. 16 오후 4:00:00,6622.55,6632.5,6607.03,6624,
2017. 10. 17 오후 4:00:00,6621.42,6628.6,6613.21,6623.66,
2017. 10. 18 오후 4:00:00,6634.26,6635.52,6613.55,6624.22,
2017. 10. 19 오후 4:00:00,6583.7,6605.29,6558.53,6605.07,
2017. 10. 20 오후 4:00:00,6633.37,6640.03,6622.92,6629.05,
2017. 10. 23 오후 4:00:00,6641.57,6641.57,6581.15,6586.83,
2017. 10. 24 오후 4:00:00,6598.6,6611.9,6582.06,6598.43,
2017. 10. 25 오후 4:00:00,6587.22,6600.64,6517.93,6563.89,
2017. 10. 26 오후 4:00:00,6567.59,6582.76,6550.03,6556.77,
2017. 10. 27 오후 4:00:00,6635.03,6708.13,6625.78,6701.26,
2017. 10. 30 오후 4:00:00,6693.77,6727.39,6677.15,6698.96,
2017. 10. 31 오후 4:00:00,6713.71,6737.75,6705.79,6727.67,
2017. 11. 1 오후 4:00:00,6758.64,6759.66,6691.48,6716.53,
2017. 11. 2 오후 4:00:00,6709.39,6719.97,6677.55,6714.94,
2017. 11. 3 오후 4:00:00,6737.09,6765.14,6712.93,6764.44,
2017. 11. 6 오후 4:00:00,6763.3,6790.67,6763.17,6786.44,
2017. 11. 7 오후 4:00:00,6785.44,6795.52,6750.35,6767.78,
2017. 11. 8 오후 4:00:00,6764.85,6791.65,6753.34,6789.12,
2017. 11. 9 오후 4:00:00,6737.45,6758.93,6687.28,6750.05,
2017. 11. 10 오후 4:00:00,6736.39,6757.35,6727.35,6750.94,
2017. 11. 13 오후 4:00:00,6727.39,6766.3,6723.43,6757.6,
2017. 11. 14 오후 4:00:00,6733.87,6743.63,6709.27,6737.87,
2017. 11. 15 오후 4:00:00,6700.68,6725.32,6667.31,6706.21,
2017. 11. 16 오후 4:00:00,6742.34,6806.67,6742.34,6793.29,
2017. 11. 17 오후 4:00:00,6794.45,6797.75,6777.43,6782.79,
2017. 11. 20 오후 4:00:00,6789.28,6795.83,6779.49,6790.71,
2017. 11. 21 오후 4:00:00,6820.55,6862.66,6820.02,6862.48,
2017. 11. 22 오후 4:00:00,6869.53,6874.52,6859.28,6867.36,
2017. 11. 24 오후 1:00:00,6878.11,6890.02,6873.74,6889.16,
2017. 11. 27 오후 4:00:00,6889.91,6897.43,6867.89,6878.52,
2017. 11. 28 오후 4:00:00,6893.72,6914.19,6866.21,6912.36,
2017. 11. 29 오후 4:00:00,6907.28,6908.33,6793.95,6824.39,
2017. 11. 30 오후 4:00:00,6852.8,6888.65,6838.48,6873.97,
2017. 12. 1 오후 4:00:00,6844.04,6872.18,6737.16,6847.59,
2017. 12. 4 오후 4:00:00,6897.14,6899.23,6770.69,6775.37,
2017. 12. 5 오후 4:00:00,6759.14,6836.46,6752.32,6762.21,
2017. 12. 6 오후 4:00:00,6742.07,6787.42,6734.13,6776.38,
2017. 12. 7 오후 4:00:00,6785.74,6829.29,6778.2,6812.84,
2017. 12. 8 오후 4:00:00,6859.95,6870.48,6831.61,6840.08,
2017. 12. 11 오후 4:00:00,6847.64,6879.8,6844.88,6875.08,
2017. 12. 12 오후 4:00:00,6872.72,6884.81,6856.3,6862.32,
2017. 12. 13 오후 4:00:00,6880.41,6897.62,6871.87,6875.8,
2017. 12. 14 오후 4:00:00,6887.11,6901.13,6851.63,6856.53,
2017. 12. 15 오후 4:00:00,6871.55,6945.82,6871.46,6936.58,
2017. 12. 18 오후 4:00:00,6980.4,7003.89,6975.55,6994.76,
2017. 12. 19 오후 4:00:00,6991.25,6995.88,6951.49,6963.85,
2017. 12. 20 오후 4:00:00,6991.26,6991.26,6935.42,6960.96,
2017. 12. 21 오후 4:00:00,6972.88,6992.63,6961.21,6965.36,
2017. 12. 22 오후 4:00:00,6958.02,6962.26,6944.45,6959.96,
2017. 12. 26 오후 4:00:00,6928.92,6942.14,6915.56,6936.25,
2017. 12. 27 오후 4:00:00,6941.45,6955.38,6931.34,6939.34,
2017. 12. 28 오후 4:00:00,6953.38,6954.8,6936.75,6950.16,
2017. 12. 29 오후 4:00:00,6952.61,6954.98,6903.39,6903.39,
2018. 1. 2 오후 4:00:00,6937.65,7006.91,6924.08,7006.9,
2018. 1. 3 오후 4:00:00,7017.07,7069.15,7016.7,7065.53,
2018. 1. 4 오후 4:00:00,7089.5,7098.05,7072.38,7077.92,
2018. 1. 5 오후 4:00:00,7105.74,7137.04,7097.08,7136.56,
2018. 1. 8 오후 4:00:00,7135.38,7161.35,7124.09,7157.39,
2018. 1. 9 오후 4:00:00,7174.19,7181.14,7148.3,7163.58,
2018. 1. 10 오후 4:00:00,7129.66,7154.24,7111.52,7153.57,
2018. 1. 11 오후 4:00:00,7168.29,7211.78,7163.23,7211.78,
2018. 1. 12 오후 4:00:00,7208.17,7265.26,7205.18,7261.06,
2018. 1. 16 오후 4:00:00,7307,7330,7206,7223.69,
2018. 1. 17 오후 4:00:00,7257.77,7309.36,7229.32,7298.28,
2018. 1. 18 오후 4:00:00,7293.65,7313.89,7276.11,7296.05,
2018. 1. 19 오후 4:00:00,7312,7336.38,7297.29,7336.38,
2018. 1. 22 오후 4:00:00,7338.04,7408.03,7332.81,7408.03,
2018. 1. 23 오후 4:00:00,7424.95,7465.39,7423.18,7460.29,
2018. 1. 24 오후 4:00:00,7474.16,7486.32,7376.75,7415.06,
2018. 1. 25 오후 4:00:00,7457.95,7458.53,7388.58,7411.16,
2018. 1. 26 오후 4:00:00,7448.33,7505.77,7431.22,7505.77,
2018. 1. 29 오후 4:00:00,7484.47,7500.61,7455.55,7466.51,
2018. 1. 30 오후 4:00:00,7388.89,7433.65,7373.99,7402.48,
2018. 1. 31 오후 4:00:00,7443.25,7453.99,7381.13,7411.48,
2018. 2. 1 오후 4:00:00,7377.17,7441.09,7362.28,7385.86,
2018. 2. 2 오후 4:00:00,7347.59,7364.43,7238.18,7240.95,
2018. 2. 5 오후 4:00:00,7163.41,7277.36,6967.53,6967.53,
2018. 2. 6 오후 4:00:00,6837.56,7126.55,6824.82,7115.88,
2018. 2. 7 오후 4:00:00,7086.2,7170.34,7051.53,7051.98,
2018. 2. 8 오후 4:00:00,7067.3,7073.99,6776.77,6777.16,
2018. 2. 9 오후 4:00:00,6863.34,6917.01,6630.67,6874.49,
2018. 2. 12 오후 4:00:00,6936.68,7023.62,6879.69,6981.96,
2018. 2. 13 오후 4:00:00,6942.16,7025.68,6938.17,7013.51,
2018. 2. 14 오후 4:00:00,6979.24,7152.05,6977.07,7143.62,
2018. 2. 15 오후 4:00:00,7200.75,7256.93,7130.39,7256.43,
2018. 2. 16 오후 4:00:00,7236.52,7303.26,7226.38,7239.47,
2018. 2. 20 오후 4:00:00,7209.03,7295.95,7206,7234.31,
2018. 2. 21 오후 4:00:00,7258.48,7338.64,7218.11,7218.23,
2018. 2. 22 오후 4:00:00,7252.47,7280.93,7194.84,7210.09,
2018. 2. 23 오후 4:00:00,7261.35,7337.83,7232.5,7337.39,
2018. 2. 26 오후 4:00:00,7373.3,7421.85,7360.25,7421.46,
2018. 2. 27 오후 4:00:00,7416.17,7438.09,7330.35,7330.35,
2018. 2. 28 오후 4:00:00,7371.41,7386.8,7273.01,7273.01,
2018. 3. 1 오후 4:00:00,7274.75,7307.85,7117.66,7180.56,
2018. 3. 2 오후 4:00:00,7099.54,7267.19,7084.83,7257.87,
2018. 3. 5 오후 4:00:00,7222.89,7350.07,7205.31,7330.71,
2018. 3. 6 오후 4:00:00,7366.61,7378.03,7319.68,7372.01,
2018. 3. 7 오후 4:00:00,7311.74,7403.79,7311.74,7396.65,
2018. 3. 8 오후 4:00:00,7422.77,7435.01,7391.5,7427.95,
2018. 3. 9 오후 4:00:00,7475.98,7560.81,7469.03,7560.81,
2018. 3. 12 오후 4:00:00,7581.04,7609.1,7563.44,7588.33,
2018. 3. 13 오후 4:00:00,7627.52,7637.27,7492.98,7511.01,
2018. 3. 14 오후 4:00:00,7539.78,7544.89,7473.9,7496.81,
2018. 3. 15 오후 4:00:00,7509.24,7525.44,7463.19,7481.74,
2018. 3. 16 오후 4:00:00,7504.37,7514.21,7473.68,7481.99,
2018. 3. 19 오후 4:00:00,7419.2,7421.23,7285.27,7344.24,
2018. 3. 20 오후 4:00:00,7353.25,7380.74,7331.24,7364.3,
2018. 3. 21 오후 4:00:00,7347.5,7415.66,7325.35,7345.29,
2018. 3. 22 오후 4:00:00,7257.55,7303.19,7164.38,7166.68,
2018. 3. 23 오후 4:00:00,7170.68,7194.31,6992.67,6992.67,
2018. 3. 26 오후 4:00:00,7125.2,7225.84,7022.34,7220.54,
2018. 3. 27 오후 4:00:00,7255.47,7255.54,6963.68,7008.81,
2018. 3. 28 오후 4:00:00,6978.3,7036.09,6901.07,6949.23,
2018. 3. 29 오후 4:00:00,6984.66,7120.46,6935.78,7063.45,
2018. 4. 2 오후 4:00:00,7016.17,7044.71,6805.96,6870.12,
2018. 4. 3 오후 4:00:00,6924.35,6963.71,6835.24,6941.28,
2018. 4. 4 오후 4:00:00,6815.25,7059.29,6811.77,7042.11,
2018. 4. 5 오후 4:00:00,7099.25,7112.38,7036.62,7076.55,
2018. 4. 6 오후 4:00:00,6999.57,7066.64,6877.76,6915.11,
2018. 4. 9 오후 4:00:00,6971.45,7074.95,6944.96,6950.34,
2018. 4. 10 오후 4:00:00,7060.99,7117.98,7014.88,7094.3,
2018. 4. 11 오후 4:00:00,7055,7128.54,7055,7069.03,
2018. 4. 12 오후 4:00:00,7112.02,7166,7105.09,7140.25,
2018. 4. 13 오후 4:00:00,7179.62,7183.62,7078.14,7106.65,
2018. 4. 16 오후 4:00:00,7153.87,7178.51,7115.85,7156.29,
2018. 4. 17 오후 4:00:00,7215.12,7298.59,7206.55,7281.1,
2018. 4. 18 오후 4:00:00,7292.38,7319.58,7259.9,7295.24,
2018. 4. 19 오후 4:00:00,7258.62,7277.45,7215.18,7238.06,
2018. 4. 20 오후 4:00:00,7220.64,7222.99,7123.49,7146.13,
2018. 4. 23 오후 4:00:00,7173.99,7195.72,7094.43,7128.6,
2018. 4. 24 오후 4:00:00,7160.77,7171.67,6961.52,7007.35,
2018. 4. 25 오후 4:00:00,7009.99,7030.74,6926.98,7003.74,
2018. 4. 26 오후 4:00:00,7080.49,7143.94,7055.66,7118.68,
2018. 4. 27 오후 4:00:00,7195.52,7197.16,7083.95,7119.8,
2018. 4. 30 오후 4:00:00,7133.95,7169.8,7065.41,7066.27,
2018. 5. 1 오후 4:00:00,7053.65,7133.27,7036.18,7130.7,
2018. 5. 2 오후 4:00:00,7138.45,7169.46,7094.72,7100.9,
2018. 5. 3 오후 4:00:00,7065.03,7112.59,6991.14,7088.15,
2018. 5. 4 오후 4:00:00,7065.67,7228.26,7057.89,7209.62,
2018. 5. 7 오후 4:00:00,7241.82,7291.74,7235.76,7265.21,
2018. 5. 8 오후 4:00:00,7255.34,7278.81,7224.7,7266.9,
2018. 5. 9 오후 4:00:00,7281.53,7344.8,7259.05,7339.91,
2018. 5. 10 오후 4:00:00,7355.9,7414.15,7353.63,7404.98,
2018. 5. 11 오후 4:00:00,7393.97,7417.67,7372.26,7402.88,
2018. 5. 14 오후 4:00:00,7429.45,7458.42,7401.89,7411.32,
2018. 5. 15 오후 4:00:00,7361.3,7363.52,7320.97,7351.63,
2018. 5. 16 오후 4:00:00,7356.22,7413.32,7356.16,7398.3,
2018. 5. 17 오후 4:00:00,7379.58,7425.39,7350.46,7382.47,
2018. 5. 18 오후 4:00:00,7364.34,7381.16,7343.97,7354.34,
2018. 5. 21 오후 4:00:00,7406.34,7431.83,7368.21,7394.04,
2018. 5. 22 오후 4:00:00,7420.85,7432.53,7370.33,7378.46,
2018. 5. 23 오후 4:00:00,7335.03,7426.78,7334.62,7425.96,
2018. 5. 24 오후 4:00:00,7421.99,7435.38,7357.5,7424.43,
2018. 5. 25 오후 4:00:00,7422.2,7452.85,7415.58,7433.85,
2018. 5. 29 오후 4:00:00,7398.51,7435.13,7354.29,7396.59,
2018. 5. 30 오후 4:00:00,7428.41,7473.81,7423.67,7462.45,
2018. 5. 31 오후 4:00:00,7455.58,7492.42,7431.42,7442.12,
2018. 6. 1 오후 4:00:00,7487.66,7557.38,7487.23,7554.33,
2018. 6. 4 오후 4:00:00,7570.08,7607.17,7561.2,7606.46,
2018. 6. 5 오후 4:00:00,7621.36,7644.48,7602.38,7637.86,
2018. 6. 6 오후 4:00:00,7652.81,7691.65,7622.32,7689.24,
2018. 6. 7 오후 4:00:00,7697.41,7697.41,7597.66,7635.07,
2018. 6. 8 오후 4:00:00,7607.74,7653.58,7595.14,7645.51,
2018. 6. 11 오후 4:00:00,7647.24,7677.29,7642.87,7659.93,
2018. 6. 12 오후 4:00:00,7673.87,7708.25,7669.53,7703.79,
2018. 6. 13 오후 4:00:00,7713.9,7748.96,7686.65,7695.7,
2018. 6. 14 오후 4:00:00,7723.53,7768.6,7723.53,7761.04,
2018. 6. 15 오후 4:00:00,7725.03,7755.72,7704.34,7746.38,
2018. 6. 18 오후 4:00:00,7692.96,7749.36,7676.83,7747.03,
2018. 6. 19 오후 4:00:00,7658.47,7727.41,7635.73,7725.59,
2018. 6. 20 오후 4:00:00,7764.15,7806.6,7755.48,7781.52,
2018. 6. 21 오후 4:00:00,7800.3,7803.45,7699.2,7712.95,
2018. 6. 22 오후 4:00:00,7739.69,7739.71,7679.12,7692.82,
2018. 6. 25 오후 4:00:00,7631.12,7639.73,7477.73,7532.01,
2018. 6. 26 오후 4:00:00,7553.74,7597.49,7527,7561.63,
2018. 6. 27 오후 4:00:00,7586.33,7610.67,7444.17,7445.09,
2018. 6. 28 오후 4:00:00,7438.11,7526.07,7419.56,7503.68,
2018. 6. 29 오후 4:00:00,7544.13,7573.59,7502.95,7510.3,
2018. 7. 2 오후 4:00:00,7451.9,7568.1,7443.1,7567.69,
2018. 7. 3 오후 1:00:00,7593.63,7594.33,7498.5,7502.67,
2018. 7. 5 오후 4:00:00,7550.66,7589.19,7511.43,7586.43,
2018. 7. 6 오후 4:00:00,7595.93,7695.81,7588.65,7688.39,
2018. 7. 9 오후 4:00:00,7731.75,7757.28,7702.06,7756.2,
2018. 7. 10 오후 4:00:00,7770.63,7777.48,7731.98,7759.2,
2018. 7. 11 오후 4:00:00,7698.51,7748.17,7696.58,7716.61,
2018. 7. 12 오후 4:00:00,7752.71,7825.67,7746.76,7823.92,
2018. 7. 13 오후 4:00:00,7827.62,7843.53,7803.34,7825.98,
2018. 7. 16 오후 4:00:00,7831.74,7838.82,7791.98,7805.72,
2018. 7. 17 오후 4:00:00,7751.98,7867.15,7749.61,7855.12,
2018. 7. 18 오후 4:00:00,7859.43,7863.77,7822.83,7854.44,
2018. 7. 19 오후 4:00:00,7829.8,7849.85,7811.15,7825.3,
2018. 7. 20 오후 4:00:00,7843.08,7860.25,7815.86,7820.2,
2018. 7. 23 오후 4:00:00,7806.93,7846.76,7776.55,7841.87,
2018. 7. 24 오후 4:00:00,7914.35,7928.79,7814.33,7840.77,
2018. 7. 25 오후 4:00:00,7839.09,7933.31,7838.76,7932.24,
2018. 7. 26 오후 4:00:00,7848.04,7881.3,7834.08,7852.19,
2018. 7. 27 오후 4:00:00,7889.75,7889.75,7698.96,7737.42,
2018. 7. 30 오후 4:00:00,7735.27,7740.26,7604.24,7630,
2018. 7. 31 오후 4:00:00,7654.59,7709.49,7614.84,7671.79,
2018. 8. 1 오후 4:00:00,7701.82,7732.68,7670.71,7707.29,
2018. 8. 2 오후 4:00:00,7659.52,7808.85,7659.52,7802.69,
2018. 8. 3 오후 4:00:00,7819.23,7824.06,7783.3,7812.02,
2018. 8. 6 오후 4:00:00,7809.54,7859.68,7801.88,7859.68,
2018. 8. 7 오후 4:00:00,7878.62,7898.2,7868.65,7883.66,
2018. 8. 8 오후 4:00:00,7880,7901.69,7864.46,7888.33,
2018. 8. 9 오후 4:00:00,7886.52,7923.35,7881.06,7891.78,
2018. 8. 10 오후 4:00:00,7834.71,7866.19,7818.37,7839.11,
2018. 8. 13 오후 4:00:00,7848,7888.66,7814.27,7819.71,
2018. 8. 14 오후 4:00:00,7847.88,7878.23,7815.5,7870.89,
2018. 8. 15 오후 4:00:00,7810.02,7832.66,7732.69,7774.12,
2018. 8. 16 오후 4:00:00,7826.95,7849.67,7795.74,7806.52,
2018. 8. 17 오후 4:00:00,7786.64,7830.78,7752.68,7816.33,
2018. 8. 20 오후 4:00:00,7834.37,7837.14,7787.9,7821.01,
2018. 8. 21 오후 4:00:00,7840.09,7897.68,7836.79,7859.17,
2018. 8. 22 오후 4:00:00,7844.04,7897.63,7840.84,7889.1,
2018. 8. 23 오후 4:00:00,7886.47,7926.32,7866.53,7878.46,
2018. 8. 24 오후 4:00:00,7907.81,7949.71,7907.11,7945.98,
2018. 8. 27 오후 4:00:00,7989.64,8024.94,7976.6,8017.9,
2018. 8. 28 오후 4:00:00,8039.01,8046.32,8009.59,8030.04,
2018. 8. 29 오후 4:00:00,8044.34,8113.56,8042.1,8109.69,
2018. 8. 30 오후 4:00:00,8094.2,8133.3,8069.57,8088.36,
2018. 8. 31 오후 4:00:00,8079.31,8119.82,8079.31,8109.54,
2018. 9. 4 오후 4:00:00,8087.96,8104.07,8042.14,8091.25,
2018. 9. 5 오후 4:00:00,8073.53,8077.84,7962.35,7995.17,
2018. 9. 6 오후 4:00:00,7998.27,8001.97,7885.49,7922.73,
2018. 9. 7 오후 4:00:00,7878.79,7962.54,7873.93,7902.54,
2018. 9. 10 오후 4:00:00,7939.57,7945.03,7890.39,7924.16,
2018. 9. 11 오후 4:00:00,7894.87,7986.32,7880.93,7972.47,
2018. 9. 12 오후 4:00:00,7958.87,7965.39,7884.05,7954.23,
2018. 9. 13 오후 4:00:00,7999.93,8037.51,7989.85,8013.71,
2018. 9. 14 오후 4:00:00,8026.16,8040.83,7979.78,8010.04,
2018. 9. 17 오후 4:00:00,7992.21,8002.78,7890.07,7895.79,
2018. 9. 18 오후 4:00:00,7903.57,7986.1,7901.01,7956.11,
2018. 9. 19 오후 4:00:00,7962.55,7976.13,7917.73,7950.04,
2018. 9. 20 오후 4:00:00,7993.53,8039.07,7986.41,8028.23,
2018. 9. 21 오후 4:00:00,8041.69,8057.26,7979.67,7986.96,
2018. 9. 24 오후 4:00:00,7939.38,7997.9,7912.47,7993.25,
2018. 9. 25 오후 4:00:00,8001.59,8014.12,7979.29,8007.47,
2018. 9. 26 오후 4:00:00,8011.68,8067.03,7982.77,7990.37,
2018. 9. 27 오후 4:00:00,8021.22,8071.56,8017.91,8041.97,
2018. 9. 28 오후 4:00:00,8024.5,8065.06,8015.87,8046.35,
2018. 10. 1 오후 4:00:00,8091.5,8107.38,8019.77,8037.3,
